Year,Date,Stage,Course,Distance,Type,Winner
1959,1959-07-05,10,Bayonne to Bagnères-de-Bigorre,235 km (146 mi),Stage with mountain(s),Marcel Janssens (BEL)
1959,1959-07-06,11,Bagnères-de-Bigorre to Saint-Gaudens,119 km (74 mi),Stage with mountain(s),André Darrigade (FRA)
1959,1959-07-07,12,Saint-Gaudens to Albi,184 km (114 mi),Plain stage,Rolf Graf (SUI)
1959,1959-07-08,13,Albi to Aurillac,219 km (136 mi),Stage with mountain(s),Henry Anglade (FRA)
1959,1959-07-09,14,Aurillac to Clermont-Ferrand,231 km (144 mi),Stage with mountain(s),André Le Dissez (FRA)
1959,1959-07-10,15,Puy de Dôme,12 km (7.5 mi),Mountain time trial,Federico Bahamontes (ESP)
1959,1959-07-11,16,Clermont-Ferrand to Saint-Étienne,210 km (130 mi),Plain stage,Dino Bruni (ITA)
1959,1959-07-13,17,Saint-Étienne to Grenoble,197 km (122 mi),Stage with mountain(s),Charly Gaul (LUX)
1959,1959-07-14,18,Grenoble to Saint-Vincent (Italy),243 km (151 mi),Stage with mountain(s),Ercole Baldini (ITA)
1959,1959-07-15,19,Saint-Vincent (Italy) to Annecy,251 km (156 mi),Stage with mountain(s),Rolf Graf (SUI)
1959,1959-07-16,20,Annecy to Chalon-sur-Saône,202 km (126 mi),Plain stage,Brian Robinson (GBR)
1959,1959-07-17,21,Seurre to Dijon,69 km (43 mi),Individual time trial,Roger Rivière (FRA)
1959,1959-07-18,22,Dijon to Paris,331 km (206 mi),Plain stage,Joseph Groussard (FRA)
1960,1960-06-26,1a,Lille to Brussels (Belgium),108 km (67 mi),Plain stage,Julien Schepens (BEL)
1960,1960-06-26,1b,Brussels (Belgium),27.8 km (17.3 mi),Individual time trial,Roger Rivière (FRA)
1960,1960-06-27,2,Brussels (Belgium) to Dunkirk,206 km (128 mi),Plain stage,René Privat (FRA)
1960,1960-06-28,3,Dunkirk to Dieppe,209 km (130 mi),Plain stage,Nino Defilippis (ITA)
1960,1960-06-29,4,Dieppe to Caen,211 km (131 mi),Plain stage,Jean Graczyk (FRA)
1960,1960-06-30,5,Caen to Saint-Malo,189 km (117 mi),Plain stage,André Darrigade (FRA)
1960,1960-07-01,6,Saint-Malo to Lorient,191 km (119 mi),Plain stage,Roger Rivière (FRA)
1960,1960-07-02,7,Lorient to Angers,244 km (152 mi),Plain stage,Graziano Battistini (ITA)
1960,1960-07-03,8,Angers to Limoges,240 km (150 mi),Plain stage,Nino Defilippis (ITA)
1960,1960-07-04,9,Limoges to Bordeaux,225 km (140 mi),Plain stage,Martin van Geneugden (BEL)
1960,1960-07-05,10,Mont-de-Marsan to Pau,228 km (142 mi),Stage with mountain(s),Roger Rivière (FRA)
1960,1960-07-06,11,Pau to Luchon,161 km (100 mi),Stage with mountain(s),Kurt Gimmi (SUI)
1960,1960-07-07,12,Luchon to Toulouse,176 km (109 mi),Stage with mountain(s),Jean Graczyk (FRA)
1960,1960-07-08,13,Toulouse to Millau,224 km (139 mi),Plain stage,Louis Proost (BEL)
1960,1960-07-10,14,Millau to Avignon,217 km (135 mi),Stage with mountain(s),Martin van Geneugden (BEL)
1960,1960-07-11,15,Avignon to Gap,187 km (116 mi),Stage with mountain(s),Michel Van Aerde (BEL)
1960,1960-07-12,16,Gap to Briançon,172 km (107 mi),Stage with mountain(s),Graziano Battistini (ITA)
1960,1960-07-13,17,Briançon to Aix-les-Bains,229 km (142 mi),Stage with mountain(s),Jean Graczyk (FRA)
1960,1960-07-14,18,Aix-les-Bains to Thonon-les-Bains,215 km (134 mi),Stage with mountain(s),Fernando Manzaneque (ESP)
1960,1960-07-15,19,Pontarlier to Besançon,83 km (52 mi),Individual time trial,Rolf Graf (SUI)
1960,1960-07-16,20,Besançon to Troyes,229 km (142 mi),Plain stage,Pierre Beuffeuil (FRA)
1960,1960-07-17,21,Troyes to Paris,200 km (120 mi),Plain stage,Jean Graczyk (FRA)
1961,1961-06-25,1a,Rouen to Versailles,136.5 km (84.8 mi),Plain stage,André Darrigade (FRA)
1961,1961-06-25,1b,Versailles,28.5 km (17.7 mi),Individual time trial,Jacques Anquetil (FRA)
1961,1961-06-26,2,Pontoise to Roubaix,230.5 km (143.2 mi),Plain stage,André Darrigade (FRA)
1961,1961-06-27,3,Roubaix to Charleroi (Belgium),197.5 km (122.7 mi),Plain stage,Emile Daems (BEL)
1961,1961-06-28,4,Charleroi (Belgium) to Metz,237.5 km (147.6 mi),Plain stage,Anatole Novak (FRA)
1961,1961-06-29,5,Metz to Strasbourg,221 km (137 mi),Stage with mountain(s),Louis Bergaud (FRA)
1961,1961-06-30,6,Strasbourg to Belfort,180.5 km (112.2 mi),Stage with mountain(s),Jozef Planckaert (BEL)
1961,1961-07-01,7,Belfort to Chalon-sur-Saône,214.5 km (133.3 mi),Plain stage,Jean Stablinski (FRA)
1961,1961-07-02,8,Chalon-sur-Saône to Saint-Étienne,240.5 km (149.4 mi),Stage with mountain(s),Jean Forestier (FRA)
1961,1961-07-03,9,Saint-Étienne to Grenoble,230 km (140 mi),Stage with mountain(s),Charly Gaul (LUX)
1961,1961-07-04,10,Grenoble to Turin (Italy),250.5 km (155.7 mi),Stage with mountain(s),Guy Ignolin (FRA)
1961,1961-07-05,11,Turin (Italy) to Antibes,225 km (140 mi),Stage with mountain(s),Guido Carlesi (ITA)
1961,1961-07-06,12,Antibes to Aix-en-Provence,199.0 km (123.7 mi),Stage with mountain(s),Michel Van Aerde (BEL)
1961,1961-07-07,13,Aix-en-Provence to Montpellier,177.5 km (110.3 mi),Plain stage,André Darrigade (FRA)
1961,1961-07-09,14,Montpellier to Perpignan,174 km (108 mi),Plain stage,Eddy Pauwels (BEL)
1961,1961-07-10,15,Perpignan to Toulouse,206 km (128 mi),Plain stage,Guido Carlesi (ITA)
1961,1961-07-11,16,Toulouse to Superbagnères,208 km (129 mi),Stage with mountain(s),Imerio Massignan (ITA)
1961,1961-07-12,17,Luchon to Pau,197 km (122 mi),Stage with mountain(s),Eddy Pauwels (BEL)
1961,1961-07-13,18,Pau to Bordeaux,207 km (129 mi),Plain stage,Martin Van Geneugden (BEL)
1961,1961-07-14,19,Bergerac to Périgueux,74.5 km (46.3 mi),Individual time trial,Jacques Anquetil (FRA)
1961,1961-07-15,20,Périgueux to Tours,309.5 km (192.3 mi),Plain stage,André Darrigade (FRA)
1961,1961-07-16,21,Tours to Paris,252.5 km (156.9 mi),Plain stage,Robert Cazala (FRA)
1962,1962-06-24,1,Nancy to Spa (Belgium),253 km (157 mi),Plain stage,Rudi Altig (FRG)
1962,1962-06-25,2a,Spa (Belgium) to Herentals (Belgium),147 km (91 mi),Plain stage,André Darrigade (FRA)
1962,1962-06-25,2b,Herentals (Belgium),23 km (14 mi),Team time trial,Faema–Flandria–Clement
1962,1962-06-26,3,Brussels (Belgium) to Amiens,210 km (130 mi),Plain stage,Rudi Altig (FRG)
1962,1962-06-27,4,Amiens to Le Havre,196.5 km (122.1 mi),Plain stage,Willy Vanden Berghen (BEL)
1962,1962-06-28,5,Pont l'Evêque to Saint-Malo,215 km (134 mi),Plain stage,Emile Daems (BEL)
1962,1962-06-29,6,Dinard to Brest,235.5 km (146.3 mi),Plain stage,Robert Cazala (FRA)
1962,1962-06-30,7,Quimper to Saint-Nazaire,201 km (125 mi),Plain stage,Huub Zilverberg (NED)
1962,1962-07-01,8a,Saint-Nazaire to Luçon,155 km (96 mi),Plain stage,Mario Minieri (ITA)
1962,1962-07-01,8b,Luçon to La Rochelle,43 km (27 mi),Individual time trial,Jacques Anquetil (FRA)
1962,1962-07-02,9,La Rochelle to Bordeaux,214 km (133 mi),Plain stage,Antonio Bailetti (ITA)
1962,1962-07-03,10,Bordeaux to Bayonne,184.5 km (114.6 mi),Plain stage,Willy Vannitsen (BEL)
1962,1962-07-04,11,Bayonne to Pau,155.5 km (96.6 mi),Plain stage,Eddy Pauwels (BEL)
1962,1962-07-05,12,Pau to Saint-Gaudens,207.5 km (128.9 mi),Stage with mountains,Robert Cazala (FRA)
1962,1962-07-06,13,Luchon to Superbagnères,18.5 km (11.5 mi),Mountain time trial,Federico Bahamontes (ESP)
1962,1962-07-07,14,Luchon to Carcassonne,215 km (134 mi),Stage with mountains,Jean Stablinski (FRA)
1962,1962-07-08,15,Carcassonne to Montpellier,196.5 km (122.1 mi),Plain stage,Willy Vannitsen (BEL)
1962,1962-07-09,16,Montpellier to Aix-en-Provence,185 km (115 mi),Plain stage,Emile Daems (BEL)
1962,1962-07-10,17,Aix-en-Provence to Antibes,201 km (125 mi),Plain stage,Rudi Altig (FRG)
1962,1962-07-11,18,Antibes to Briançon,241.5 km (150.1 mi),Stage with mountains,Emile Daems (BEL)
1962,1962-07-12,19,Briançon to Aix-les-Bains,204.5 km (127.1 mi),Stage with mountains,Raymond Poulidor (FRA)
1962,1962-07-13,20,Bourgoin to Lyon,68 km (42 mi),Individual time trial,Jacques Anquetil (FRA)
1962,1962-07-14,21,Lyon to Nevers,232 km (144 mi),Plain stage,Dino Bruni (ITA)
1962,1962-07-15,22,Nevers to Paris,271 km (168 mi),Plain stage,Rino Benedetti (ITA)
1963,1963-06-23,1,Paris to Épernay,152 km (94 mi),Plain stage,Eddy Pauwels (BEL)
1963,1963-06-24,2a,Reims to Jambes (Belgium),186 km (116 mi),Plain stage,Rik Van Looy (BEL)
1963,1963-06-24,2b,Jambes (Belgium),22 km (14 mi),Team time trial,Pelforth–Sauvage–Lejeune
1963,1963-06-25,3,Jambes (Belgium) to Roubaix,223 km (139 mi),Plain stage,Seamus Elliott (IRL)
1963,1963-06-26,4,Roubaix to Rouen,236 km (147 mi),Plain stage,Frans Melckenbeeck (BEL)
1963,1963-06-27,5,Rouen to Rennes,285 km (177 mi),Plain stage,Antonio Bailetti (ITA)
1963,1963-06-28,6a,Rennes to Angers,118 km (73 mi),Plain stage,Roger de Breuker (BEL)
1963,1963-06-28,6b,Angers,25 km (16 mi),Individual time trial,Jacques Anquetil (FRA)
1963,1963-06-29,7,Angers to Limoges,236 km (147 mi),Plain stage,Jan Janssen (NED)
1963,1963-06-30,8,Limoges to Bordeaux,232 km (144 mi),Plain stage,Rik Van Looy (BEL)
1963,1963-07-01,9,Bordeaux to Pau,202 km (126 mi),Plain stage,Pino Cerami (BEL)
1963,1963-07-02,10,Pau to Bagnères-de-Bigorre,148 km (92 mi),Stage with mountain(s),Jacques Anquetil (FRA)
1963,1963-07-03,11,Bagnères-de-Bigorre to Luchon,131 km (81 mi),Stage with mountain(s),Guy Ignolin (FRA)
1963,1963-07-04,12,Luchon to Toulouse,173 km (107 mi),Stage with mountain(s),André Darrigade (FRA)
1963,1963-07-05,13,Toulouse to Aurillac,234 km (145 mi),Plain stage,Rik Van Looy (BEL)
1963,1963-07-07,14,Aurillac to Saint-Étienne,237 km (147 mi),Plain stage,Guy Ignolin (FRA)
1963,1963-07-08,15,Saint-Étienne to Grenoble,174 km (108 mi),Stage with mountain(s),Federico Bahamontes (ESP)
1963,1963-07-09,16,Grenoble to Val d'Isère,202 km (126 mi),Stage with mountain(s),Fernando Manzaneque (ESP)
1963,1963-07-10,17,Val d'Isère to Chamonix,228 km (142 mi),Stage with mountain(s),Jacques Anquetil (FRA)
1963,1963-07-11,18,Chamonix to Lons-le-Saunier,225 km (140 mi),Stage with mountain(s),Frans Brands (BEL)
1963,1963-07-12,19,Arbois to Besançon,54 km (34 mi),Individual time trial,Jacques Anquetil (FRA)
1963,1963-07-13,20,Besançon to Troyes,234 km (145 mi),Plain stage,Roger de Breuker (BEL)
1963,1963-07-14,21,Troyes to Paris,185 km (115 mi),Plain stage,Rik Van Looy (BEL)
1964,1964-06-22,1,Rennes to Lisieux,215 km (134 mi),Plain stage,Edward Sels (BEL)
1964,1964-06-23,2,Lisieux to Amiens,208 km (129 mi),Plain stage,André Darrigade (FRA)
1964,1964-06-24,3a,Amiens to Forest (Belgium),197 km (122 mi),Plain stage,Bernard Vandekerkhove (BEL)
1964,1964-06-24,3b,Forest (Belgium),21 km (13 mi),Team time trial,Kas–Kaskol
1964,1964-06-25,4,Forest (Belgium) to Metz,292 km (181 mi),Plain stage,Rudi Altig (FRG)
1964,1964-06-26,5,Lunéville to Freiburg (West Germany),161 km (100 mi),Plain stage,Willy Derboven (BEL)
1964,1964-06-27,6,Freiburg (West Germany) to Besançon,200 km (120 mi),Plain stage,Henk Nijdam (NED)
1964,1964-06-28,7,Besançon to Thonon-les-Bains,195 km (121 mi),Plain stage,Jan Janssen (NED)
1964,1964-06-29,8,Thonon-les-Bains to Briançon,249 km (155 mi),Stage with mountain(s),Federico Bahamontes (ESP)
1964,1964-06-30,9,Briançon to Monaco,239 km (149 mi),Stage with mountain(s),Jacques Anquetil (FRA)
1964,1964-07-01,10a,Monaco to Hyères,187 km (116 mi),Plain stage,Jan Janssen (NED)
1964,1964-07-01,10b,Hyères to Toulon,21 km (13 mi),Individual time trial,Jacques Anquetil (FRA)
1964,1964-07-02,11,Toulon to Montpellier,250 km (160 mi),Plain stage,Edward Sels (BEL)
1964,1964-07-03,12,Montpellier to Perpignan,174 km (108 mi),Plain stage,Jo de Roo (NED)
1964,1964-07-04,13,Perpignan to Andorra,170 km (110 mi),Stage with mountain(s),Julio Jiménez (ESP)
1964,1964-07-06,14,Andorra to Toulouse,186 km (116 mi),Stage with mountain(s),Edward Sels (BEL)
1964,1964-07-07,15,Toulouse to Luchon,203 km (126 mi),Stage with mountain(s),Raymond Poulidor (FRA)
1964,1964-07-08,16,Luchon to Pau,197 km (122 mi),Stage with mountain(s),Federico Bahamontes (ESP)
1964,1964-07-09,17,Peyrehorade to Bayonne,43 km (27 mi),Individual time trial,Jacques Anquetil (FRA)
1964,1964-07-10,18,Bayonne to Bordeaux,187 km (116 mi),Plain stage,André Darrigade (FRA)
1964,1964-07-11,19,Bordeaux to Brive,215 km (134 mi),Plain stage,Edward Sels (BEL)
1964,1964-07-12,20,Brive to Puy de Dôme,217 km (135 mi),Stage with mountain(s),Julio Jiménez (ESP)
1964,1964-07-13,21,Clermont-Ferrand to Orléans,311 km (193 mi),Plain stage,Jean Stablinski (FRA)
1964,1964-07-14,22a,Orléans to Versailles,119 km (74 mi),Plain stage,Benoni Beheyt (BEL)
1964,1964-07-14,22b,Versailles to Paris,27 km (17 mi),Individual time trial,Jacques Anquetil (FRA)
1965,1965-06-22,1a,Cologne (West Germany) to Liège (Belgium),149 km (93 mi),Plain stage,Rik Van Looy (BEL)
1965,1965-06-22,1b,Liège (Belgium),22.5 km (14.0 mi),Team time trial,Ford France–Gitane
1965,1965-06-23,2,Liège (Belgium) to Roubaix,200.5 km (124.6 mi),Plain stage,Bernard Van De Kerkhove (BEL)
1965,1965-06-24,3,Roubaix to Rouen,240 km (150 mi),Plain stage,Felice Gimondi (ITA)
1965,1965-06-25,4,Caen to Saint-Brieuc,227 km (141 mi),Plain stage,Edgard Sorgeloos (BEL)
1965,1965-06-26,5a,Saint-Brieuc to Châteaulin,147 km (91 mi),Plain stage,Cees van Espen (NED)
1965,1965-06-26,5b,Châteaulin,26.7 km (16.6 mi),Individual time trial,Raymond Poulidor (FRA)
1965,1965-06-27,6,Quimper to La Baule,210.5 km (130.8 mi),Plain stage,Guido Reybrouck (BEL)
1965,1965-06-28,7,La Baule to La Rochelle,219 km (136 mi),Plain stage,Edward Sels (BEL)
1965,1965-06-29,8,La Rochelle to Bordeaux,197.5 km (122.7 mi),Plain stage,Johan de Roo (NED)
1965,1965-06-30,9,Dax to Bagnères-de-Bigorre,226.5 km (140.7 mi),Stage with mountain(s),Julio Jiménez (ESP)
1965,1965-07-01,10,Bagnères-de-Bigorre to Ax-les-Thermes,222.5 km (138.3 mi),Stage with mountain(s),Guido Reybrouck (BEL)
1965,1965-07-02,11,Ax-les-Thermes to Barcelona (Spain),240.5 km (149.4 mi),Stage with mountain(s),José Pérez Francés (ESP)
1965,1965-07-04,12,Barcelona (Spain) to Perpignan,219 km (136 mi),Plain stage,Jan Janssen (NED)
1965,1965-07-05,13,Perpignan to Montpellier,164 km (102 mi),Plain stage,Adriano Durante (ITA)
1965,1965-07-06,14,Montpellier to Mont Ventoux,173 km (107 mi),Stage with mountain(s),Raymond Poulidor (FRA)
1965,1965-07-07,15,Carpentras to Gap,167.5 km (104.1 mi),Stage with mountain(s),Giuseppe Fezzardi (ITA)
1965,1965-07-08,16,Gap to Briançon,177 km (110 mi),Stage with mountain(s),Joaquim Galera (ESP)
1965,1965-07-09,17,Briançon to Aix-les-Bains,193.5 km (120.2 mi),Stage with mountain(s),Julio Jiménez (ESP)
1965,1965-07-10,18,Aix-les-Bains to Le Revard,26.9 km (16.7 mi),Mountain time trial,Felice Gimondi (ITA)
1965,1965-07-11,19,Aix-les-Bains to Lyon,165 km (103 mi),Stage with mountain(s),Rik Van Looy (BEL)
1965,1965-07-12,20,Lyon to Auxerre,198.5 km (123.3 mi),Plain stage,Michael Wright (GBR)
1965,1965-07-13,21,Auxerre to Versailles,225.5 km (140.1 mi),Plain stage,Gerben Karstens (NED)
1965,1965-07-14,22,Versailles to Paris,37.8 km (23.5 mi),Individual time trial,Felice Gimondi (ITA)
1966,1966-06-21,1,Nancy to Charleville,209 km (130 mi),Plain stage,Rudi Altig (FRG)
1966,1966-06-22,2,Charleville to Tournai (Belgium),198 km (123 mi),Plain stage,Guido Reybrouck (BEL)
1966,1966-06-23,3a,Tournai (Belgium),21 km (13 mi),Team time trial,Televizier–Batavus
1966,1966-06-23,3b,Tournai to Dunkirk,131 km (81 mi),Plain stage,Gerben Karstens (NED)
1966,1966-06-24,4,Dunkirk to Dieppe,205 km (127 mi),Plain stage,Willy Planckaert (BEL)
1966,1966-06-25,5,Dieppe to Caen,178 km (111 mi),Plain stage,Franco Bitossi (ITA)
1966,1966-06-26,6,Caen to Angers,217 km (135 mi),Plain stage,Edward Sels (BEL)
1966,1966-06-27,7,Angers to Royan,252 km (157 mi),Plain stage,Albert Van Vlierberghe (BEL)
1966,1966-06-28,8,Royan to Bordeaux,138 km (86 mi),Plain stage,Willy Planckaert (BEL)
1966,1966-06-29,9,Bordeaux to Bayonne,201 km (125 mi),Plain stage,Gerben Karstens (NED)
1966,1966-06-30,10,Bayonne to Pau,234 km (145 mi),Stage with mountain(s),Tommaso de Pra (ITA)
1966,1966-07-01,11,Pau to Luchon,188 km (117 mi),Stage with mountain(s),Guido Marcello Mugnaini (ITA)
1966,1966-07-03,12,Luchon to Revel,219 km (136 mi),Stage with mountain(s),Rudi Altig (FRG)
1966,1966-07-04,13,Revel to Sète,191 km (119 mi),Plain stage,Georges Vandenberghe (BEL)
1966,1966-07-05,14a,Montpellier to Aubenas,144 km (89 mi),Plain stage,Jo de Roo (NED)
1966,1966-07-05,14b,Vals-les-Bains,20 km (12 mi),Individual time trial,Raymond Poulidor (FRA)
1966,1966-07-06,15,Privas to Le Bourg-d'Oisans,203 km (126 mi),Stage with mountain(s),Luís Otano (ESP)
1966,1966-07-07,16,Le Bourg-d'Oisans to Briançon,148 km (92 mi),Stage with mountain(s),Julio Jiménez (ESP)
1966,1966-07-08,17,Briançon to Turin (Italy),160 km (99 mi),Stage with mountain(s),Franco Bitossi (ITA)
1966,1966-07-10,18,Ivrea (Italy) to Chamonix,188 km (117 mi),Stage with mountain(s),Edy Schütz (LUX)
1966,1966-07-11,19,Chamonix to Saint-Étienne,265 km (165 mi),Stage with mountain(s),Ferdinand Bracke (BEL)
1966,1966-07-12,20,Saint-Étienne to Montluçon,223 km (139 mi),Plain stage,Henk Nijdam (NED)
1966,1966-07-13,21,Montluçon to Orléans,232 km (144 mi),Plain stage,Pierre Beuffeuil (FRA)
1966,1966-07-14,22a,Orléans to Rambouillet,111 km (69 mi),Plain stage,Edward Sels (BEL)
1966,1966-07-14,22b,Rambouillet to Paris,51 km (32 mi),Individual time trial,Rudi Altig (FRG)
1967,1967-06-29,1a,Angers,5.775 km (3.588 mi),Individual time trial,José-Maria Errandonea (ESP)
1967,1967-06-30,1b,Angers to Saint-Malo,185.5 km (115.3 mi),Plain stage,Walter Godefroot (BEL)
1967,1967-07-01,2,Saint-Malo to Caen,180 km (110 mi),Plain stage,Willy Van Neste (BEL)
1967,1967-07-02,3,Caen to Amiens,248 km (154 mi),Plain stage,Marino Basso (ITA)
1967,1967-07-03,4,Amiens to Roubaix,191 km (119 mi),Plain stage,Guido Reybrouck (BEL)
1967,1967-07-04,5a,Roubaix to Jambes (Belgium),172 km (107 mi),Plain stage,Roger Pingeon (FRA)
1967,1967-07-04,5b,Jambes (Belgium),17 km (11 mi),Team time trial,Belgium
1967,1967-07-05,6,Jambes to Metz,238 km (148 mi),Plain stage,Herman Van Springel (BEL)
1967,1967-07-06,7,Metz to Strasbourg,205.5 km (127.7 mi),Stage with mountain(s),Michael Wright (GBR)
1967,1967-07-07,8,Strasbourg to Belfort/Ballon d'Alsace,215 km (134 mi),Stage with mountain(s),Lucien Aimar (FRA)
1967,1967-07-09,9,Belfort to Divonne-les-Bains,238.5 km (148.2 mi),Stage with mountain(s),Guido Reybrouck (BEL)
1967,1967-07-10,10,Divonne-les-Bains to Briançon,243 km (151 mi),Stage with mountain(s),Felice Gimondi (ITA)
1967,1967-07-11,11,Briançon to Digne,197 km (122 mi),Stage with mountain(s),José Samyn (FRA)
1967,1967-07-12,12,Digne to Marseille,207.5 km (128.9 mi),Plain stage,Raymond Riotte (FRA)
1967,1967-07-13,13,Marseille to Carpentras,211.5 km (131.4 mi),Stage with mountain(s),Jan Janssen (NED)
1967,1967-07-14,14,Carpentras to Sète,201.5 km (125.2 mi),Plain stage,Barry Hoban (GBR)
1967,1967-07-16,15,Sète to Toulouse,230.5 km (143.2 mi),Plain stage,Rolf Wolfshohl (FRG)
1967,1967-07-17,16,Toulouse to Luchon,188 km (117 mi),Stage with mountain(s),Fernando Manzaneque (ESP)
1967,1967-07-18,17,Luchon to Pau,250 km (160 mi),Stage with mountain(s),Raymond Mastrotto (FRA)
1967,1967-07-19,18,Pau to Bordeaux,206.5 km (128.3 mi),Plain stage,Marino Basso (ITA)
1967,1967-07-20,19,Bordeaux to Limoges,217 km (135 mi),Plain stage,Jean Stablinski (FRA)
1967,1967-07-21,20,Limoges to Puy-de-Dôme,222 km (138 mi),Stage with mountain(s),Felice Gimondi (ITA)
1967,1967-07-22,21,Clermont-Ferrand to Fontainebleau,359 km (223 mi),Plain stage,Paul Lemeteyer (FRA)
1967,1967-07-23,22a,Fontainebleau to Versailles,104 km (65 mi),Plain stage,René Binggeli (SUI)
1967,1967-07-23,22b,Versailles to Paris,46.6 km (29.0 mi),Individual time trial,Raymond Poulidor (FRA)
